PetID,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID
7386,Cat,3,Tabby,Domestic Short Hair,Female,Black,White,None,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,5580251
7387,Cat,3,Domestic Short Hair,None,Female,Black,Yellow,White,Medium,Short,No,No,No,Healthy,1,0,Selangor,2647703
7388,Dog,1,Mixed Breed,Mixed Breed,Female,Black,White,None,Small,Short,No,Yes,No,Healthy,1,0,Selangor,8921575
7389,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,9937462
7390,Dog,5,Mixed Breed,None,Mixed,Black,Brown,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,2,100,Kuala Lumpur,1078252
7391,Dog,2,Mixed Breed,None,Male,Black,Brown,None,Medium,Short,No,No,No,Healthy,1,20,Pulau Pinang,8211316
7392,Dog,60,Spitz,Mixed Breed,Female,Black,None,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,2617514
7393,Dog,4,Labrador Retriever,Retriever,Female,Brown,White,None,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,5567442
7394,Dog,4,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,6609799
7395,Cat,15,Domestic Medium Hair,None,Male,Golden,White,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Johor,7883445
7396,Dog,36,Mixed Breed,Poodle,Female,Brown,None,None,Small,Medium,Yes,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,4485304
7397,Cat,11,Domestic Short Hair,None,Male,Black,None,None,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,6250922
7398,Dog,4,Mixed Breed,None,Female,Brown,None,None,Medium,Medium,No,Yes,No,Healthy,1,0,Johor,8609872
7399,Dog,24,Silky Terrier,None,Female,Brown,None,None,Small,Medium,Not Sure,Not Sure,No,Healthy,1,0,Kuala Lumpur,6752808
7400,Cat,2,Domestic Short Hair,None,Male,Yellow,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,3441594
7401,Dog,3,Mixed Breed,Mixed Breed,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,3,0,Selangor,3175562
7402,Cat,3,Domestic Short Hair,None,Male,Golden,Yellow,None,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,1692124
7403,Dog,12,Mixed Breed,Mixed Breed,Mixed,Brown,White,None,Medium,Short,Yes,Yes,Not Sure,Healthy,2,0,Kuala Lumpur,8209883
7404,Cat,1,Persian,Domestic Medium Hair,Male,Yellow,None,None,Small,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,18969
7405,Dog,24,Mixed Breed,None,Female,Black,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,50,Selangor,2178648
7406,Dog,48,Shih Tzu,None,Male,White,None,None,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,210855
7407,Dog,1,Mixed Breed,Mixed Breed,Female,Yellow,None,None,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,9877375
7408,Dog,3,Mixed Breed,None,Female,Brown,None,None,Large,Medium,Yes,No,No,Healthy,1,0,Selangor,6643420
7409,Dog,3,Mixed Breed,None,Female,Black,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,5366350
7410,Dog,1,Mixed Breed,None,Male,Black,Yellow,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,1606461
7411,Cat,6,Abyssinian,None,Male,Black,White,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,332873
7412,Cat,2,Oriental Short Hair,None,Mixed,Black,Yellow,White,Small,Short,No,No,No,Healthy,4,0,Pulau Pinang,4652201
7413,Cat,3,Domestic Short Hair,Domestic Short Hair,Female,Golden,Yellow,Cream,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,2204832
7414,Cat,1,Siamese,Domestic Medium Hair,Mixed,Brown,Cream,White,Medium,Medium,No,No,No,Healthy,2,0,Johor,8003230
7415,Cat,8,Domestic Short Hair,None,Female,Black,White,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,5659142
7416,Dog,12,Mixed Breed,Spitz,Male,Brown,Cream,None,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,1453367
7417,Dog,72,Terrier,Spitz,Male,Cream,White,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,7761903
7418,Dog,5,Pomeranian,None,Male,Brown,Cream,None,Small,Medium,Yes,Yes,No,Healthy,1,500,Selangor,4211866
7419,Dog,2,Mixed Breed,None,Male,Black,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Pulau Pinang,5256644
7420,Dog,1,Mixed Breed,None,Mixed,Black,White,None,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,2,100,Pulau Pinang,7539298
7421,Cat,1,Domestic Short Hair,None,Male,Golden,White,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,2537591
7422,Cat,1,Domestic Medium Hair,None,Female,Black,Golden,White,Medium,Medium,No,No,No,Healthy,1,0,Johor,2715299
7423,Dog,1,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,3017377
7424,Cat,2,Domestic Short Hair,Tortoiseshell,Female,Black,Golden,None,Small,Short,Yes,Yes,No,Healthy,3,0,Selangor,9117158
7425,Cat,30,Domestic Short Hair,None,Female,Black,Gray,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,8237573
7426,Dog,36,Basset Hound,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,760574
7427,Dog,48,Pit Bull Terrier,None,Female,Gray,None,None,Medium,Short,Yes,Yes,Yes,Healthy,2,400,Selangor,8490634
7428,Dog,72,Shih Tzu,None,Male,Brown,Gray,White,Small,Long,Yes,Yes,Yes,Healthy,1,150,Kuala Lumpur,5488035
7429,Cat,48,Tabby,Korat,Mixed,Gray,None,None,Medium,Short,Yes,Yes,Yes,Healthy,2,0,Selangor,4319784
7430,Cat,12,Domestic Short Hair,None,Male,Black,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,7876990
7431,Dog,10,Mixed Breed,None,Male,Black,None,None,Medium,Short,Yes,No,Not Sure,Healthy,1,0,Selangor,5028587
7432,Cat,5,Domestic Short Hair,None,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,1,0,Melaka,9292652
7433,Cat,1,Domestic Medium Hair,None,Female,Black,Brown,Cream,Medium,Medium,No,No,No,Healthy,2,0,Selangor,2248260
7434,Dog,24,Mixed Breed,None,Male,Cream,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,1605278
7435,Cat,4,Domestic Short Hair,None,Female,Cream,White,None,Small,Short,Yes,Yes,Yes,Healthy,1,50,Kuala Lumpur,796704
7436,Dog,8,Jack Russell Terrier,None,Male,Black,Brown,White,Small,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,7497048
7437,Dog,2,Collie,Mixed Breed,Male,Brown,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,1646000
7438,Cat,3,Domestic Short Hair,Domestic Short Hair,Mixed,Yellow,White,None,Small,Short,No,No,No,Healthy,6,0,Selangor,3016932
7439,Cat,4,American Shorthair,None,Male,Black,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,2794943
7440,Cat,10,Domestic Short Hair,None,Female,Black,Gray,White,Small,Short,Yes,Yes,No,Healthy,1,50,Kuala Lumpur,7590719
7441,Cat,48,Domestic Short Hair,Domestic Short Hair,Male,Black,Brown,White,Large,Short,Yes,Yes,Yes,Healthy,2,0,Kuala Lumpur,171153
7442,Dog,47,Mixed Breed,None,Male,Black,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Johor,5172663
7443,Cat,1,Persian,Calico,Female,Black,Golden,White,Medium,Long,Yes,Yes,No,Healthy,1,150,Kuala Lumpur,5503047
7444,Cat,2,Domestic Medium Hair,None,Male,Black,Cream,White,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,9211247
7445,Dog,4,Mixed Breed,None,Male,Black,None,None,Medium,Short,No,Yes,No,Healthy,1,80,Selangor,8578872
7446,Cat,5,Domestic Medium Hair,None,Female,Brown,Cream,None,Small,Medium,No,No,No,Healthy,1,0,Selangor,2593016
7447,Cat,4,Domestic Short Hair,None,Female,Golden,None,None,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,9268543
7448,Cat,60,Persian,Persian,Female,Cream,Gray,White,Medium,Long,Yes,Yes,No,Healthy,1,100,Selangor,8475069
7449,Cat,24,Singapura,Singapura,Mixed,Black,Brown,White,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,5,0,Johor,5708116
7450,Cat,3,Domestic Short Hair,None,Male,Brown,Yellow,White,Medium,Short,Yes,Yes,No,Healthy,1,0,Pulau Pinang,4007449
7451,Cat,2,Domestic Short Hair,None,Mixed,Black,Gray,None,Medium,Short,No,No,No,Healthy,3,0,Selangor,3570822
7452,Dog,18,Mixed Breed,Mixed Breed,Female,Black,Brown,Yellow,Large,Short,Yes,Yes,Yes,Healthy,4,0,Pulau Pinang,658044
7453,Dog,2,Mixed Breed,None,Male,Black,Brown,None,Small,Medium,No,No,No,Healthy,2,0,Selangor,7266430
7454,Cat,4,Domestic Medium Hair,None,Female,Black,Brown,Gray,Medium,Medium,Yes,Yes,Not Sure,Healthy,1,0,Selangor,7327929
7455,Dog,12,Mixed Breed,None,Male,Black,None,None,Medium,Short,No,Yes,Yes,Healthy,1,0,Johor,8721576
7456,Cat,4,Domestic Short Hair,None,Male,Black,Brown,None,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,2448989
7457,Cat,6,Domestic Short Hair,None,Female,Black,None,None,Small,Short,No,No,No,Healthy,1,0,Selangor,8512931
7458,Dog,3,Mixed Breed,None,Female,Brown,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,535782
7459,Dog,1,Rottweiler,Mixed Breed,Male,Black,Brown,None,Medium,Medium,No,No,No,Healthy,1,0,Pulau Pinang,5068868
7460,Cat,1,Domestic Medium Hair,None,Male,Yellow,Cream,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,1029992
7461,Dog,1,Mixed Breed,Mixed Breed,Female,Black,Brown,None,Medium,Medium,Not Sure,No,Not Sure,Healthy,1,0,Kuala Lumpur,1176926
7462,Cat,3,Domestic Short Hair,None,Female,Gray,White,None,Medium,Short,No,Yes,No,Healthy,1,50,Selangor,5836920
7463,Dog,24,Chihuahua,Poodle,Mixed,Brown,White,None,Small,Medium,Yes,Yes,Yes,Minor Injury,4,385,Selangor,9566719
7464,Cat,1,Domestic Short Hair,None,Female,Black,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,5091063
7465,Dog,11,Mixed Breed,None,Male,Brown,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,150,Selangor,5333898
7466,Cat,24,American Shorthair,None,Female,Black,Brown,White,Large,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,1252208
7467,Cat,4,Domestic Short Hair,Domestic Medium Hair,Female,Golden,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,3652233
7468,Cat,4,Domestic Short Hair,None,Mixed,Black,Golden,Gray,Small,Short,No,No,No,Healthy,3,0,Selangor,9197802
7469,Dog,1,Mixed Breed,None,Mixed,Black,Brown,None,Small,Short,No,Yes,No,Healthy,5,0,Selangor,8712229
7470,Cat,2,Domestic Short Hair,None,Male,Brown,Yellow,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,1998293
7471,Dog,2,Mixed Breed,Mixed Breed,Female,Brown,None,None,Medium,Medium,Yes,Yes,Not Sure,Healthy,2,0,Melaka,863889
7472,Cat,2,Domestic Short Hair,None,Female,Black,Yellow,White,Small,Short,No,No,No,Healthy,1,20,Selangor,270974
7473,Cat,1,Domestic Medium Hair,None,Mixed,Cream,Gray,None,Small,Medium,No,No,No,Healthy,5,0,Selangor,4440445
7474,Cat,5,Domestic Short Hair,Tabby,Female,Brown,Golden,None,Small,Short,No,Yes,No,Healthy,1,0,Selangor,8296756
7475,Dog,11,Golden Retriever,Mixed Breed,Female,Brown,White,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,2497417
7476,Dog,2,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,4,0,Melaka,6135500
7477,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,5926478
7478,Dog,2,Mixed Breed,None,Female,Black,Golden,Cream,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,6,0,Pulau Pinang,5795643
7479,Dog,2,Mixed Breed,Terrier,Female,Black,Brown,None,Small,Short,No,No,No,Healthy,1,0,Selangor,7137000
7480,Dog,12,Mixed Breed,None,Female,Black,Brown,White,Small,Medium,Yes,Yes,No,Healthy,1,20,Pulau Pinang,2557044
7481,Dog,12,Mixed Breed,None,Female,Brown,Cream,White,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Pulau Pinang,7666490
7482,Dog,120,Labrador Retriever,None,Female,Yellow,Cream,White,Large,Short,Not Sure,Not Sure,Not Sure,Serious Injury,1,0,Selangor,3048660
7483,Dog,60,Poodle,None,Female,Brown,None,None,Small,Medium,Yes,Yes,Yes,Healthy,1,200,Selangor,5075358
7484,Dog,11,Mixed Breed,None,Female,Brown,Golden,None,Large,Medium,Yes,Yes,Not Sure,Healthy,1,0,Johor,9182060
7485,Cat,36,Domestic Short Hair,None,Female,White,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,50,Selangor,68528
7486,Cat,3,Domestic Short Hair,None,Female,Black,White,None,Medium,Medium,Not Sure,Yes,No,Healthy,1,0,Kuala Lumpur,9332620
7487,Dog,12,Mixed Breed,None,Female,Black,Gray,White,Medium,Medium,No,No,No,Healthy,1,0,Selangor,3919040
7488,Cat,2,Siamese,Siamese,Mixed,Black,White,None,Medium,Medium,No,No,No,Healthy,2,0,Selangor,6929933
7489,Dog,2,Mixed Breed,None,Female,Brown,White,None,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,2511896
7490,Dog,2,Mixed Breed,None,Male,White,None,None,Medium,Short,No,No,No,Healthy,1,50,Johor,482553
7491,Dog,36,Poodle,None,Male,Golden,None,None,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,8588272
7492,Dog,12,Mixed Breed,None,Male,Black,Brown,Gray,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,9275315
7493,Dog,21,Poodle,None,Male,White,None,None,Small,Medium,Yes,Yes,No,Healthy,1,450,Kuala Lumpur,8319730
7494,Cat,3,Siamese,Domestic Medium Hair,Female,Brown,White,None,Medium,Medium,No,No,No,Healthy,2,150,Selangor,2296422
7495,Dog,1,Mixed Breed,None,Female,Cream,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,3844573
7496,Dog,0,Mixed Breed,None,Female,Brown,None,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,6213542
7497,Dog,1,Mixed Breed,Mixed Breed,Female,Black,Yellow,None,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,5809751
7498,Dog,3,Mixed Breed,None,Male,Golden,None,None,Medium,Medium,Yes,Yes,Not Sure,Healthy,1,0,Melaka,4825329
7499,Dog,36,Beagle,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,1,350,Kuala Lumpur,7721138
7500,Cat,5,Domestic Short Hair,None,Male,Golden,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,50,Kuala Lumpur,930594
7501,Cat,12,Domestic Medium Hair,None,Male,Black,Brown,White,Large,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,8750061
7502,Cat,4,Domestic Short Hair,Domestic Medium Hair,Female,Cream,Gray,White,Medium,Short,Yes,Yes,No,Healthy,1,120,Selangor,8929198
7503,Dog,4,Mixed Breed,Mixed Breed,Female,White,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,7142333
7504,Cat,36,Domestic Short Hair,None,Female,Brown,Yellow,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,120,Selangor,8472623
7505,Dog,1,Mixed Breed,None,Female,Brown,None,None,Medium,Medium,Not Sure,No,Not Sure,Healthy,1,0,Selangor,9880756
7506,Cat,2,Domestic Short Hair,None,Mixed,Black,White,None,Medium,Short,No,No,No,Healthy,5,0,Negeri Sembilan,2775847
7507,Cat,24,Domestic Short Hair,None,Female,Brown,Yellow,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,484483
7508,Cat,1,Abyssinian,Abyssinian,Mixed,Black,Brown,None,Small,Short,No,No,No,Healthy,4,0,Perak,3525897
7509,Cat,2,Domestic Medium Hair,None,Female,Brown,Gray,White,Medium,Medium,No,No,No,Healthy,1,0,Selangor,4055695
7510,Dog,1,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,9074950
7511,Dog,6,Poodle,None,Female,Brown,None,None,Small,Medium,Yes,Yes,No,Healthy,1,350,Kuala Lumpur,5952860
7512,Dog,156,Mixed Breed,None,Female,Black,Brown,None,Medium,Medium,Yes,Yes,Not Sure,Healthy,1,0,Selangor,837984
7513,Dog,2,Mixed Breed,None,Male,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,4531705
7514,Dog,12,Mixed Breed,None,Male,Black,Brown,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,9348095
7515,Cat,21,Domestic Medium Hair,None,Mixed,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,8,0,Selangor,9639938
7516,Dog,24,Bull Terrier,Mixed Breed,Male,Cream,None,None,Large,Long,Yes,Yes,No,Healthy,1,0,Selangor,5312949
7517,Dog,2,Mixed Breed,None,Female,Brown,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,8164427
7518,Dog,10,Rottweiler,None,Female,Black,None,None,Large,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,2680003
7519,Cat,3,Domestic Short Hair,None,Male,Golden,Cream,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,7475851
7520,Cat,2,Domestic Short Hair,None,Female,Black,None,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,5433032
7521,Cat,20,Siamese,Domestic Long Hair,Mixed,Black,Brown,Yellow,Medium,Long,Yes,Yes,No,Healthy,5,0,Selangor,1879519
7522,Dog,2,Mixed Breed,None,Male,Black,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,3542483
7523,Dog,6,Beagle,Mixed Breed,Male,Brown,Cream,None,Small,Short,No,Yes,No,Healthy,1,0,Selangor,5751780
7524,Cat,24,Domestic Long Hair,None,Female,Black,Brown,None,Medium,Long,Yes,Yes,No,Healthy,1,0,Selangor,1844890
7525,Cat,5,Domestic Short Hair,None,Female,Black,Yellow,White,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,2897228
7526,Dog,4,Mixed Breed,Mixed Breed,Female,Black,Brown,None,Medium,Medium,No,No,No,Healthy,1,0,Perak,2610085
7527,Cat,17,Oriental Long Hair,None,Female,Yellow,Gray,White,Large,Long,Yes,Yes,No,Healthy,1,500,Kuala Lumpur,8935636
7528,Cat,2,Domestic Short Hair,None,Male,Black,None,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,2911781
7529,Dog,2,Mixed Breed,None,Female,Brown,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,698970
7530,Cat,2,Domestic Short Hair,None,Mixed,Brown,Gray,None,Medium,Short,No,No,No,Healthy,2,0,Negeri Sembilan,7580141
7531,Cat,12,Tabby,None,Male,Black,Gray,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,2063076
7532,Cat,2,Domestic Short Hair,None,Mixed,Black,Yellow,None,Small,Short,No,No,No,Healthy,3,0,Kuala Lumpur,8564574
7533,Dog,1,Mixed Breed,None,Mixed,Black,Brown,Cream,Medium,Medium,No,No,No,Healthy,8,0,Selangor,1046336
7534,Dog,4,Mixed Breed,None,Female,Black,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,2528089
7535,Cat,36,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Yellow,White,Medium,Short,Yes,Yes,Yes,Healthy,2,0,Kuala Lumpur,6239261
7536,Dog,53,Mixed Breed,None,Male,Brown,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,8961273
7537,Dog,60,Shih Tzu,None,Female,Brown,White,None,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Selangor,9215582
7538,Cat,14,Domestic Medium Hair,None,Female,Black,Brown,White,Medium,Medium,No,No,No,Healthy,1,0,Negeri Sembilan,1271183
7539,Cat,6,Domestic Short Hair,Tabby,Male,Brown,None,None,Medium,Short,No,Yes,Yes,Healthy,1,0,Selangor,3640857
7540,Dog,8,Mixed Breed,Mixed Breed,Female,Gray,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,1130844
7541,Dog,5,Mixed Breed,None,Female,Cream,None,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,3086216
7542,Cat,3,Domestic Short Hair,None,Male,Brown,Golden,None,Medium,Short,Yes,Yes,No,Healthy,1,10,Selangor,7609975
7543,Dog,24,Rottweiler,None,Male,Black,Brown,None,Large,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,7625836
7544,Cat,2,Domestic Medium Hair,Domestic Medium Hair,Male,Yellow,None,None,Small,Medium,No,Yes,No,Healthy,1,0,Selangor,9959683
7545,Cat,3,Domestic Short Hair,Tabby,Male,Black,Brown,None,Small,Short,No,No,Yes,Healthy,1,0,Selangor,4861060
7546,Dog,2,Labrador Retriever,Mixed Breed,Female,Black,Golden,Cream,Large,Medium,Yes,Yes,No,Healthy,1,0,Selangor,5423915
7547,Cat,60,Domestic Short Hair,None,Male,Brown,Cream,White,Small,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,8169853
7548,Dog,1,Mixed Breed,None,Male,Brown,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,7622847
7549,Cat,9,Bombay,None,Female,Black,None,None,Small,Short,No,Yes,Yes,Healthy,1,0,Selangor,7051426
7550,Cat,6,Domestic Short Hair,Tabby,Female,Gray,White,None,Small,Short,No,No,Yes,Healthy,1,0,Selangor,3032237
7551,Dog,1,Mixed Breed,Mixed Breed,Male,Brown,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,6136011
7552,Dog,1,Mixed Breed,None,Male,Black,None,None,Medium,Short,No,No,No,Healthy,1,50,Selangor,3359651
7553,Dog,5,Mixed Breed,None,Female,Cream,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,1328285
7554,Dog,3,Mixed Breed,Spitz,Male,Golden,Cream,White,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,9595971
7555,Cat,3,Domestic Short Hair,Domestic Short Hair,Male,Black,Gray,None,Medium,Short,Yes,Yes,No,Healthy,1,50,Kuala Lumpur,6378850
7556,Cat,3,Domestic Short Hair,None,Female,Gray,None,None,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,1193058
7557,Dog,4,Belgian Shepherd Malinois,Mixed Breed,Female,Black,Brown,None,Medium,Medium,Yes,Yes,Not Sure,Healthy,1,0,Selangor,1041727
7558,Dog,36,Mixed Breed,Welsh Corgi,Male,Brown,Cream,None,Small,Long,Yes,Yes,Yes,Healthy,1,150,Selangor,2143844
7559,Cat,5,Domestic Short Hair,None,Female,Black,White,None,Small,Short,Yes,Yes,Not Sure,Healthy,1,0,Johor,9502048
7560,Dog,24,Spitz,Mixed Breed,Female,Black,Brown,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,7609653
7561,Cat,2,Domestic Short Hair,None,Male,Golden,None,None,Medium,Short,No,No,No,Healthy,1,50,Selangor,7143343
7562,Dog,2,Mixed Breed,None,Male,Black,None,None,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,590418
7563,Dog,2,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,8678162
7564,Dog,10,Mixed Breed,Mixed Breed,Male,Black,Golden,White,Medium,Medium,Yes,Yes,No,Healthy,3,0,Selangor,1822899
7565,Cat,2,Domestic Short Hair,None,Mixed,Black,Gray,White,Small,Short,No,No,No,Healthy,5,0,Selangor,1775728
7566,Cat,6,Domestic Short Hair,None,Male,Golden,White,None,Small,Short,No,No,No,Healthy,1,0,Selangor,1199961
7567,Cat,3,Somali,None,Mixed,Black,Golden,White,Small,Medium,No,No,No,Healthy,2,0,Selangor,6343695
7568,Cat,4,Domestic Short Hair,None,Male,Golden,White,None,Medium,Short,No,Yes,No,Healthy,1,30,Selangor,9848438
7569,Cat,3,Domestic Short Hair,None,Mixed,Cream,Gray,White,Medium,Short,No,No,No,Healthy,4,0,Negeri Sembilan,2439299
7570,Dog,5,Mixed Breed,Mixed Breed,Male,White,None,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,9790859
7571,Dog,72,Dachshund,None,Female,Golden,None,None,Small,Long,Yes,Yes,Yes,Healthy,1,500,Kuala Lumpur,6057571
7572,Dog,4,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Not Sure,Not Sure,No,Minor Injury,1,0,Johor,9199409
7573,Dog,1,Mixed Breed,Rottweiler,Mixed,Black,Brown,Yellow,Medium,Medium,No,No,No,Healthy,6,50,Kuala Lumpur,2981498
7574,Cat,2,Domestic Medium Hair,None,Mixed,Brown,Cream,White,Small,Medium,No,Yes,No,Healthy,3,0,Selangor,5999751
7575,Dog,2,Mixed Breed,Mixed Breed,Male,Black,Brown,Yellow,Medium,Medium,No,No,No,Healthy,1,0,Selangor,34186
7576,Cat,4,Domestic Short Hair,None,Female,Black,None,None,Medium,Short,No,No,No,Healthy,2,0,Selangor,3840370
7577,Dog,5,Mixed Breed,None,Female,Black,None,None,Small,Short,No,No,No,Healthy,1,0,Selangor,2628162
7578,Cat,12,Domestic Short Hair,None,Mixed,Black,Brown,Golden,Medium,Short,No,No,No,Healthy,5,0,Kuala Lumpur,7076567
7579,Dog,2,Mixed Breed,Mixed Breed,Female,Black,None,None,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,2109686
7580,Dog,36,Mixed Breed,None,Female,Black,Brown,Cream,Medium,Short,No,Yes,Yes,Healthy,1,0,Selangor,56203
7581,Cat,1,Calico,None,Female,Black,Brown,White,Small,Short,No,No,No,Healthy,1,0,Selangor,2706015
7582,Dog,1,Mixed Breed,None,Female,Black,None,None,Small,Short,No,Yes,No,Healthy,2,0,Selangor,9699332
7583,Dog,3,Mixed Breed,None,Mixed,Brown,White,None,Medium,Short,No,No,No,Healthy,3,0,Selangor,2691975
7584,Dog,1,Mixed Breed,None,Mixed,Black,Brown,Yellow,Medium,Medium,No,No,No,Healthy,5,50,Kuala Lumpur,7715840
7585,Cat,3,Domestic Short Hair,None,Female,Black,White,None,Medium,Short,No,Yes,Yes,Healthy,1,0,Selangor,1135533
